date,daily_sales,orders,avg_order_value,primary_category,marketing_spend,seasonal_multiplier,growth_factor,weekday,month,year,revenue_per_marketing,is_weekend,day_of_week,week_of_year,quarter
2022-03-28,6677.07,104,64.2,accessories,147.7,2.0,1.188,Monday,March,2022,45.206973595125255,False,Monday,13,1
2022-03-29,8242.95,100,82.43,accessories,93.44,2.0,1.189,Tuesday,March,2022,88.21650256849315,False,Tuesday,13,1
2022-03-30,10678.63,151,70.72,clothing,121.41,2.0,1.189,Wednesday,March,2022,87.95511078164895,False,Wednesday,13,1
2022-03-31,6226.05,96,64.85,accessories,74.76,2.0,1.19,Thursday,March,2022,83.28049759229535,False,Thursday,13,1
2022-04-01,3882.27,55,70.59,home_goods,117.29,1.1,1.19,Friday,April,2022,33.09975274959502,False,Friday,13,2
2022-04-02,5400.92,73,73.99,accessories,111.68,1.265,1.191,Saturday,April,2022,48.360673352435526,True,Saturday,13,2
2022-04-03,6006.52,82,73.25,accessories,87.11,1.265,1.191,Sunday,April,2022,68.9532774652738,True,Sunday,13,2
2022-04-04,3173.78,50,63.48,accessories,116.65,1.1,1.192,Monday,April,2022,27.20771538791256,False,Monday,14,2
2022-04-05,4833.6,107,45.17,accessories,120.55,1.1,1.192,Tuesday,April,2022,40.09622563251763,False,Tuesday,14,2
2022-04-06,4195.7,64,65.56,clothing,52.19,1.1,1.192,Wednesday,April,2022,80.39279555470397,False,Wednesday,14,2
2022-04-07,3012.74,49,61.48,clothing,142.71,1.1,1.193,Thursday,April,2022,21.110924251979537,False,Thursday,14,2
2022-04-08,3629.72,49,74.08,home_goods,66.05,1.1,1.193,Friday,April,2022,54.95412566237699,False,Friday,14,2
2022-04-09,4778.84,88,54.31,clothing,61.04,1.265,1.194,Saturday,April,2022,78.2903014416776,True,Saturday,14,2
2022-04-10,10073.71,144,69.96,clothing,85.38,1.265,1.194,Sunday,April,2022,117.98676505036308,True,Sunday,14,2
2022-04-11,4268.28,82,52.05,accessories,145.28,1.1,1.195,Monday,April,2022,29.379680616740085,False,Monday,15,2
2022-04-12,3776.73,55,68.67,accessories,100.31,1.1,1.195,Tuesday,April,2022,37.65058319210448,False,Tuesday,15,2
2022-04-13,3903.06,48,81.31,accessories,135.88,1.1,1.196,Wednesday,April,2022,28.724315572564027,False,Wednesday,15,2
2022-04-14,4314.93,70,61.64,clothing,119.39,1.1,1.196,Thursday,April,2022,36.14146913476841,False,Thursday,15,2
2022-04-15,5825.44,88,66.2,clothing,639.44,1.1,1.197,Friday,April,2022,9.110221443763292,False,Friday,15,2
2022-04-16,4906.25,74,66.3,accessories,60.53,1.265,1.197,Saturday,April,2022,81.05484883528828,True,Saturday,15,2
2022-04-17,3163.92,53,59.7,clothing,55.77,1.265,1.197,Sunday,April,2022,56.7315761161915,True,Sunday,15,2
2022-04-18,4628.12,59,78.44,accessories,102.57,1.1,1.198,Monday,April,2022,45.12157550940821,False,Monday,16,2
2022-04-19,2002.51,30,66.75,home_goods,67.17,1.1,1.198,Tuesday,April,2022,29.812565133244007,False,Tuesday,16,2
2022-04-20,5912.47,95,62.24,clothing,110.56,1.1,1.199,Wednesday,April,2022,53.477478292329955,False,Wednesday,16,2
2022-04-21,4021.75,64,62.84,clothing,70.63,1.1,1.199,Thursday,April,2022,56.941101514936996,False,Thursday,16,2
2022-04-22,4360.13,48,90.84,accessories,241.43,1.1,1.2,Friday,April,2022,18.059603197614216,False,Friday,16,2
2022-04-23,4493.69,67,67.07,home_goods,75.33,1.265,1.2,Saturday,April,2022,59.65339174299747,True,Saturday,16,2
2022-04-24,5545.37,106,52.31,home_goods,129.16,1.265,1.201,Sunday,April,2022,42.93411272839889,True,Sunday,16,2
2022-04-25,4094.12,70,58.49,home_goods,96.63,1.1,1.201,Monday,April,2022,42.369036531098004,False,Monday,17,2
2022-04-26,4333.52,59,73.45,home_goods,137.74,1.1,1.202,Tuesday,April,2022,31.461594308116744,False,Tuesday,17,2
2022-04-27,2719.86,46,59.13,home_goods,114.83,1.1,1.202,Wednesday,April,2022,23.685970565183315,False,Wednesday,17,2
2022-04-28,3173.2,53,59.87,clothing,85.05,1.1,1.203,Thursday,April,2022,37.3098177542622,False,Thursday,17,2
2022-04-29,4733.58,63,75.14,clothing,122.27,1.1,1.203,Friday,April,2022,38.71415719309724,False,Friday,17,2
2022-04-30,5052.99,71,71.17,accessories,50.53,1.265,1.203,Saturday,April,2022,99.99980209776369,True,Saturday,17,2
2022-05-01,6818.81,98,69.58,accessories,126.65,1.322,1.204,Sunday,May,2022,53.839794709830244,True,Sunday,17,2
2022-05-02,5283.66,67,78.86,clothing,117.12,1.15,1.204,Monday,May,2022,45.11321721311475,False,Monday,18,2
2022-05-03,5424.1,80,67.8,accessories,139.04,1.15,1.205,Tuesday,May,2022,39.0110759493671,False,Tuesday,18,2
2022-05-04,7088.39,129,54.95,accessories,107.88,1.15,1.205,Wednesday,May,2022,65.70624768261031,False,Wednesday,18,2
2022-05-05,4625.28,83,55.73,clothing,77.09,1.15,1.206,Thursday,May,2022,59.99844337787002,False,Thursday,18,2
2022-05-06,3639.57,64,56.87,home_goods,100.71,1.15,1.206,Friday,May,2022,36.13911230265118,False,Friday,18,2
2022-05-07,7768.33,143,54.32,clothing,129.62,1.322,1.207,Saturday,May,2022,59.9315692022836,True,Saturday,18,2
2022-05-08,5732.68,80,71.66,clothing,76.95,1.322,1.207,Sunday,May,2022,74.49876543209876,True,Sunday,18,2
2022-05-09,4171.46,59,70.7,accessories,76.46,1.15,1.208,Monday,May,2022,54.55741564216584,False,Monday,19,2
2022-05-10,4204.63,76,55.32,clothing,119.89,1.15,1.208,Tuesday,May,2022,35.070731503878555,False,Tuesday,19,2
2022-05-11,2983.2,42,71.03,accessories,53.37,1.15,1.209,Wednesday,May,2022,55.896571107363684,False,Wednesday,19,2
2022-05-12,4536.27,73,62.14,home_goods,139.79,1.15,1.209,Thursday,May,2022,32.45060447814579,False,Thursday,19,2
2022-05-13,5045.21,70,72.07,accessories,132.54,1.15,1.209,Friday,May,2022,38.065565112418895,False,Friday,19,2
2022-05-14,6495.2,117,55.51,clothing,149.76,1.322,1.21,Saturday,May,2022,43.370726495726494,True,Saturday,19,2
2022-05-15,4103.78,57,72.0,accessories,128.37,1.322,1.21,Sunday,May,2022,31.96837267274285,True,Sunday,19,2
2022-05-16,5873.52,85,69.1,accessories,53.89,1.15,1.211,Monday,May,2022,108.99090740397106,False,Monday,20,2
2022-05-17,6627.22,80,82.84,home_goods,136.44,1.15,1.211,Tuesday,May,2022,48.57241278217532,False,Tuesday,20,2
2022-05-18,4938.24,70,70.55,home_goods,88.92,1.15,1.212,Wednesday,May,2022,55.5357624831309,False,Wednesday,20,2
2022-05-19,2954.89,44,67.16,home_goods,84.19,1.15,1.212,Thursday,May,2022,35.097873856752585,False,Thursday,20,2
2022-05-20,5656.01,67,84.42,accessories,55.33,1.15,1.213,Friday,May,2022,102.22320621724201,False,Friday,20,2
2022-05-21,4768.01,90,52.98,accessories,144.17,1.322,1.213,Saturday,May,2022,33.07213706041479,True,Saturday,20,2
2022-05-22,7326.49,95,77.12,clothing,65.62,1.322,1.214,Sunday,May,2022,111.6502590673575,True,Sunday,20,2
2022-05-23,7042.32,101,69.73,clothing,95.52,1.15,1.214,Monday,May,2022,73.72613065326634,False,Monday,21,2
2022-05-24,6801.24,103,66.03,accessories,130.28,1.15,1.215,Tuesday,May,2022,52.20478968375806,False,Tuesday,21,2
2022-05-25,4286.4,61,70.27,home_goods,65.37,1.15,1.215,Wednesday,May,2022,65.57136301055529,False,Wednesday,21,2
2022-05-26,7555.52,117,64.58,clothing,55.2,1.15,1.215,Thursday,May,2022,136.8753623188406,False,Thursday,21,2
2022-05-27,4339.67,59,73.55,clothing,138.1,1.15,1.216,Friday,May,2022,31.424112961622015,False,Friday,21,2
2022-05-28,5516.12,81,68.1,home_goods,130.26,1.322,1.216,Saturday,May,2022,42.346998311070166,True,Saturday,21,2
2022-05-29,6120.6,101,60.6,clothing,134.74,1.322,1.217,Sunday,May,2022,45.425263470387414,True,Sunday,21,2
2022-05-30,4087.19,64,63.86,clothing,71.08,1.15,1.217,Monday,May,2022,57.501266178953294,False,Monday,22,2
2022-05-31,2802.98,46,60.93,accessories,66.75,1.15,1.218,Tuesday,May,2022,41.992209737827714,False,Tuesday,22,2
2022-06-01,3948.81,68,58.07,accessories,62.97,1.4,1.218,Wednesday,June,2022,62.70938542162935,False,Wednesday,22,2
2022-06-02,4164.42,61,68.27,clothing,71.05,1.4,1.219,Thursday,June,2022,58.6125263898663,False,Thursday,22,2
2022-06-03,5103.44,82,62.24,accessories,106.34,1.4,1.219,Friday,June,2022,47.99172465676133,False,Friday,22,2
2022-06-04,5878.69,80,73.48,accessories,64.41,1.61,1.22,Saturday,June,2022,91.26983387672722,True,Saturday,22,2
2022-06-05,5825.76,91,64.02,accessories,132.24,1.61,1.22,Sunday,June,2022,44.05444646098003,True,Sunday,22,2
2022-06-06,5506.4,76,72.45,home_goods,107.43,1.4,1.221,Monday,June,2022,51.25570138694963,False,Monday,23,2
2022-06-07,4908.7,78,62.93,clothing,148.95,1.4,1.221,Tuesday,June,2022,32.95535414568647,False,Tuesday,23,2
2022-06-08,4444.33,87,51.08,home_goods,124.16,1.4,1.222,Wednesday,June,2022,35.79518363402062,False,Wednesday,23,2
2022-06-09,6554.22,81,80.92,clothing,82.82,1.4,1.222,Thursday,June,2022,79.13813088625936,False,Thursday,23,2
2022-06-10,5466.29,103,53.07,accessories,145.14,1.4,1.222,Friday,June,2022,37.66218823205182,False,Friday,23,2
2022-06-11,9928.5,125,79.43,clothing,105.27,1.61,1.223,Saturday,June,2022,94.31461954972927,True,Saturday,23,2
2022-06-12,4661.1,80,58.26,clothing,68.53,1.61,1.223,Sunday,June,2022,68.01546767838903,True,Sunday,23,2
2022-06-13,5468.91,100,54.69,clothing,146.99,1.4,1.224,Monday,June,2022,37.20600040819103,False,Monday,24,2
2022-06-14,5957.98,104,57.29,home_goods,86.74,1.4,1.224,Tuesday,June,2022,68.68780262854507,False,Tuesday,24,2
2022-06-15,5314.64,77,69.02,clothing,72.05,1.4,1.225,Wednesday,June,2022,73.76321998612076,False,Wednesday,24,2
2022-06-16,5460.08,79,69.11,accessories,50.07,1.4,1.225,Thursday,June,2022,109.04893149590573,False,Thursday,24,2
2022-06-17,5194.38,80,64.93,home_goods,85.12,1.4,1.226,Friday,June,2022,61.024201127819545,False,Friday,24,2
2022-06-18,7656.79,121,63.28,accessories,324.52,1.61,1.226,Saturday,June,2022,23.594200665598425,True,Saturday,24,2
2022-06-19,8742.18,104,84.06,home_goods,98.73,1.61,1.227,Sunday,June,2022,88.54633849893649,True,Sunday,24,2
2022-06-20,4103.76,59,69.56,clothing,102.57,1.4,1.227,Monday,June,2022,40.00935946183095,False,Monday,25,2
2022-06-21,4455.85,68,65.53,accessories,111.51,1.4,1.228,Tuesday,June,2022,39.959196484620215,False,Tuesday,25,2
2022-06-22,5342.89,65,82.2,home_goods,53.49,1.4,1.228,Wednesday,June,2022,99.88577304169004,False,Wednesday,25,2
2022-06-23,6571.69,130,50.55,clothing,266.96,1.4,1.229,Thursday,June,2022,24.616759065028468,False,Thursday,25,2
2022-06-24,7512.69,127,59.16,clothing,130.14,1.4,1.229,Friday,June,2022,57.72775472568004,False,Friday,25,2
2022-06-25,6049.1,95,63.67,clothing,106.58,1.61,1.23,Saturday,June,2022,56.75642709701633,True,Saturday,25,2
2022-06-26,11715.35,162,72.32,clothing,514.84,1.61,1.23,Sunday,June,2022,22.755322041799392,True,Sunday,25,2
2022-06-27,6388.65,119,53.69,home_goods,111.15,1.4,1.23,Monday,June,2022,57.477732793522264,False,Monday,26,2
2022-06-28,6492.68,87,74.63,clothing,138.49,1.4,1.231,Tuesday,June,2022,46.88194093436349,False,Tuesday,26,2
2022-06-29,7628.24,140,54.49,clothing,149.01,1.4,1.231,Wednesday,June,2022,51.192805851956244,False,Wednesday,26,2
2022-06-30,4827.45,79,61.11,home_goods,76.1,1.4,1.232,Thursday,June,2022,63.43561103810776,False,Thursday,26,2
2022-07-01,4894.86,90,54.39,home_goods,56.18,1.5,1.232,Friday,July,2022,87.12815948736204,False,Friday,26,3
2022-07-02,7282.88,148,49.21,accessories,100.15,1.725,1.233,Saturday,July,2022,72.71972041937094,True,Saturday,26,3
2022-07-03,8921.72,126,70.81,clothing,140.44,1.725,1.233,Sunday,July,2022,63.52691540871546,True,Sunday,26,3
2022-07-04,7702.73,154,50.02,home_goods,598.11,1.5,1.234,Monday,July,2022,12.878450452257946,False,Monday,27,3
2022-07-05,6793.62,113,60.12,clothing,69.06,1.5,1.234,Tuesday,July,2022,98.37271937445699,False,Tuesday,27,3
2022-07-06,5042.21,61,82.66,clothing,61.99,1.5,1.235,Wednesday,July,2022,81.33908694950799,False,Wednesday,27,3
2022-07-07,4126.91,55,75.03,clothing,93.38,1.5,1.235,Thursday,July,2022,44.19479545941315,False,Thursday,27,3
2022-07-08,7412.32,101,73.39,home_goods,115.87,1.5,1.236,Friday,July,2022,63.97100198498317,False,Friday,27,3
2022-07-09,7719.24,115,67.12,accessories,680.59,1.725,1.236,Saturday,July,2022,11.341982691488267,True,Saturday,27,3
2022-07-10,6729.84,94,71.59,clothing,148.06,1.725,1.237,Sunday,July,2022,45.45346481156288,True,Sunday,27,3
2022-07-11,8021.25,167,48.03,home_goods,67.25,1.5,1.237,Monday,July,2022,119.27509293680298,False,Monday,28,3
2022-07-12,5548.58,98,56.62,clothing,148.36,1.5,1.238,Tuesday,July,2022,37.399433809652194,False,Tuesday,28,3
2022-07-13,6076.53,118,51.5,accessories,72.65,1.5,1.238,Wednesday,July,2022,83.64115622849276,False,Wednesday,28,3
2022-07-14,6894.85,88,78.35,clothing,132.36,1.5,1.238,Thursday,July,2022,52.09164400120882,False,Thursday,28,3
2022-07-15,7296.43,113,64.57,accessories,70.91,1.5,1.239,Friday,July,2022,102.89705260188973,False,Friday,28,3
2022-07-16,6640.25,109,60.92,home_goods,72.12,1.725,1.239,Saturday,July,2022,92.0722407099279,True,Saturday,28,3
2022-07-17,4659.38,68,68.52,clothing,143.26,1.725,1.24,Sunday,July,2022,32.5239424822002,True,Sunday,28,3
2022-07-18,9458.02,170,55.64,home_goods,90.77,1.5,1.24,Monday,July,2022,104.19764239286108,False,Monday,29,3
2022-07-19,9068.93,134,67.68,home_goods,91.77,1.5,1.241,Tuesday,July,2022,98.82238204206169,False,Tuesday,29,3
2022-07-20,5471.0,121,45.21,clothing,57.68,1.5,1.241,Wednesday,July,2022,94.85090152565881,False,Wednesday,29,3
2022-07-21,6922.35,114,60.72,clothing,87.35,1.5,1.242,Thursday,July,2022,79.24842587292503,False,Thursday,29,3
2022-07-22,5461.31,81,67.42,clothing,117.58,1.5,1.242,Friday,July,2022,46.44761013777854,False,Friday,29,3
2022-07-23,6307.59,118,53.45,home_goods,54.19,1.725,1.243,Saturday,July,2022,116.3976748477579,True,Saturday,29,3
2022-07-24,7817.54,119,65.69,home_goods,73.14,1.725,1.243,Sunday,July,2022,106.88460486737763,True,Sunday,29,3
2022-07-25,6414.35,81,79.19,clothing,141.64,1.5,1.244,Monday,July,2022,45.28628918384638,False,Monday,30,3
2022-07-26,7567.77,91,83.16,accessories,103.13,1.5,1.244,Tuesday,July,2022,73.38087850286047,False,Tuesday,30,3
2022-07-27,5940.74,94,63.2,clothing,104.03,1.5,1.245,Wednesday,July,2022,57.106027107565126,False,Wednesday,30,3
2022-07-28,7707.16,100,77.07,accessories,75.12,1.5,1.245,Thursday,July,2022,102.59797657082001,False,Thursday,30,3
2022-07-29,5787.67,72,80.38,clothing,53.93,1.5,1.246,Friday,July,2022,107.31819024661598,False,Friday,30,3
2022-07-30,6073.66,85,71.45,accessories,130.54,1.725,1.246,Saturday,July,2022,46.52719472958481,True,Saturday,30,3
2022-07-31,6932.92,100,69.33,clothing,118.8,1.725,1.247,Sunday,July,2022,58.35791245791246,True,Sunday,30,3
2022-08-01,4173.09,67,62.28,clothing,104.65,1.45,1.247,Monday,August,2022,39.87663640707119,False,Monday,31,3
2022-08-02,7639.75,134,57.01,clothing,58.41,1.45,1.248,Tuesday,August,2022,130.79524054100327,False,Tuesday,31,3
2022-08-03,5412.89,91,59.48,clothing,110.24,1.45,1.248,Wednesday,August,2022,49.10096153846155,False,Wednesday,31,3
2022-08-04,5242.96,88,59.58,clothing,142.65,1.45,1.248,Thursday,August,2022,36.754013319313,False,Thursday,31,3
2022-08-05,5871.2,96,61.16,clothing,89.29,1.45,1.249,Friday,August,2022,65.75428379437787,False,Friday,31,3
2022-08-06,10224.58,156,65.54,clothing,438.61,1.667,1.249,Saturday,August,2022,23.311324411208133,True,Saturday,31,3
2022-08-07,7306.15,100,73.06,accessories,77.15,1.667,1.25,Sunday,August,2022,94.70058327932598,True,Sunday,31,3
2022-08-08,5491.57,94,58.42,home_goods,130.56,1.45,1.25,Monday,August,2022,42.06165747549019,False,Monday,32,3
2022-08-09,4144.69,70,59.21,home_goods,59.54,1.45,1.251,Tuesday,August,2022,69.61185757473966,False,Tuesday,32,3
2022-08-10,3210.33,60,53.51,accessories,89.46,1.45,1.251,Wednesday,August,2022,35.88564721663313,False,Wednesday,32,3
2022-08-11,5994.81,94,63.77,clothing,126.02,1.45,1.252,Thursday,August,2022,47.57030630058721,False,Thursday,32,3
2022-08-12,3908.97,61,64.08,accessories,55.67,1.45,1.252,Friday,August,2022,70.21681336446919,False,Friday,32,3
2022-08-13,6650.6,107,62.16,home_goods,114.15,1.667,1.253,Saturday,August,2022,58.26193604905826,True,Saturday,32,3
2022-08-14,5199.69,69,75.36,accessories,74.05,1.667,1.253,Sunday,August,2022,70.21863605671842,True,Sunday,32,3
2022-08-15,6945.31,119,58.36,clothing,89.7,1.45,1.254,Monday,August,2022,77.42820512820514,False,Monday,33,3
2022-08-16,5126.95,69,74.3,home_goods,149.26,1.45,1.254,Tuesday,August,2022,34.34912233686185,False,Tuesday,33,3
2022-08-17,7490.89,91,82.32,clothing,96.77,1.45,1.255,Wednesday,August,2022,77.40921773276843,False,Wednesday,33,3
2022-08-18,5600.94,83,67.48,home_goods,70.15,1.45,1.255,Thursday,August,2022,79.8423378474697,False,Thursday,33,3
2022-08-19,6950.02,119,58.4,clothing,127.95,1.45,1.256,Friday,August,2022,54.318249316139116,False,Friday,33,3
2022-08-20,8617.34,106,81.3,accessories,117.65,1.667,1.256,Saturday,August,2022,73.24555886102847,True,Saturday,33,3
2022-08-21,10200.31,177,57.63,clothing,92.91,1.667,1.257,Sunday,August,2022,109.7869981702723,True,Sunday,33,3
2022-08-22,5225.53,77,67.86,home_goods,124.71,1.45,1.257,Monday,August,2022,41.90145136717184,False,Monday,34,3
2022-08-23,8700.81,134,64.93,clothing,404.79,1.45,1.258,Tuesday,August,2022,21.494626843548506,False,Tuesday,34,3
2022-08-24,5616.55,85,66.08,clothing,75.86,1.45,1.258,Wednesday,August,2022,74.03836013709466,False,Wednesday,34,3
2022-08-25,6253.63,118,53.0,home_goods,67.46,1.45,1.259,Thursday,August,2022,92.70130447672696,False,Thursday,34,3
2022-08-26,9922.22,148,67.04,clothing,56.94,1.45,1.259,Friday,August,2022,174.25746399719003,False,Friday,34,3
2022-08-27,6146.38,106,57.98,clothing,90.66,1.667,1.26,Saturday,August,2022,67.79594087800574,True,Saturday,34,3
2022-08-28,10351.41,135,76.68,home_goods,129.22,1.667,1.26,Sunday,August,2022,80.1068720012382,True,Sunday,34,3
2022-08-29,6911.26,119,58.08,accessories,50.11,1.45,1.26,Monday,August,2022,137.92177210137697,False,Monday,35,3
2022-08-30,14719.21,205,71.8,clothing,394.12,1.45,1.261,Tuesday,August,2022,37.34702628641023,False,Tuesday,35,3
2022-08-31,8192.26,120,68.27,clothing,59.44,1.45,1.261,Wednesday,August,2022,137.82402422611037,False,Wednesday,35,3
2022-09-01,6366.59,113,56.34,clothing,50.0,1.2,1.262,Thursday,September,2022,127.3318,False,Thursday,35,3
2022-09-02,10034.27,142,70.66,accessories,710.69,1.2,1.262,Friday,September,2022,14.119053314384612,False,Friday,35,3
2022-09-03,5352.59,104,51.47,clothing,110.71,1.38,1.263,Saturday,September,2022,48.34784572306025,True,Saturday,35,3
2022-09-04,5810.65,142,40.92,home_goods,59.66,1.38,1.263,Sunday,September,2022,97.39607777405297,True,Sunday,35,3
2022-09-05,4908.32,63,77.91,clothing,90.27,1.2,1.264,Monday,September,2022,54.3737675861305,False,Monday,36,3
2022-09-06,6403.63,116,55.2,accessories,113.24,1.2,1.264,Tuesday,September,2022,56.54918756623102,False,Tuesday,36,3
2022-09-07,6641.76,91,72.99,clothing,100.0,1.2,1.265,Wednesday,September,2022,66.41760000000001,False,Wednesday,36,3
2022-09-08,10079.2,147,68.57,clothing,465.82,1.2,1.265,Thursday,September,2022,21.637542398351297,False,Thursday,36,3
2022-09-09,4455.03,66,67.5,accessories,104.14,1.2,1.266,Friday,September,2022,42.77923948530824,False,Friday,36,3
2022-09-10,5739.85,88,65.23,clothing,113.78,1.38,1.266,Saturday,September,2022,50.44691509931447,True,Saturday,36,3
2022-09-11,5833.28,72,81.02,clothing,130.99,1.38,1.267,Sunday,September,2022,44.53225437056263,True,Sunday,36,3
2022-09-12,5943.65,106,56.07,accessories,96.62,1.2,1.267,Monday,September,2022,61.51573173256054,False,Monday,37,3
2022-09-13,7809.25,107,72.98,clothing,234.13,1.2,1.268,Tuesday,September,2022,33.354333062828346,False,Tuesday,37,3
2022-09-14,5949.8,73,81.5,clothing,89.59,1.2,1.268,Wednesday,September,2022,66.41142984708115,False,Wednesday,37,3
2022-09-15,4716.67,74,63.74,accessories,87.78,1.2,1.269,Thursday,September,2022,53.73285486443381,False,Thursday,37,3
2022-09-16,4012.74,82,48.94,clothing,115.81,1.2,1.269,Friday,September,2022,34.649339435281924,False,Friday,37,3
2022-09-17,6049.84,71,85.21,clothing,115.97,1.38,1.27,Saturday,September,2022,52.16728464257998,True,Saturday,37,3
2022-09-18,5128.56,77,66.6,clothing,144.05,1.38,1.27,Sunday,September,2022,35.60263797292607,True,Sunday,37,3
2022-09-19,7730.71,135,57.26,clothing,90.15,1.2,1.271,Monday,September,2022,85.75385468663339,False,Monday,38,3
2022-09-20,5675.09,74,76.69,home_goods,123.44,1.2,1.271,Tuesday,September,2022,45.97448152948801,False,Tuesday,38,3
2022-09-21,3787.01,57,66.44,home_goods,104.03,1.2,1.272,Wednesday,September,2022,36.403056810535425,False,Wednesday,38,3
2022-09-22,4252.13,66,64.43,clothing,79.63,1.2,1.272,Thursday,September,2022,53.39859349491398,False,Thursday,38,3
2022-09-23,4390.36,57,77.02,clothing,125.51,1.2,1.273,Friday,September,2022,34.98016094335112,False,Friday,38,3
2022-09-24,6456.69,91,70.95,clothing,113.01,1.38,1.273,Saturday,September,2022,57.133793469604456,True,Saturday,38,3
2022-09-25,8568.2,119,72.0,accessories,509.77,1.38,1.274,Sunday,September,2022,16.807972222767134,True,Sunday,38,3
2022-09-26,4850.83,66,73.5,clothing,130.97,1.2,1.274,Monday,September,2022,37.037718561502636,False,Monday,39,3
2022-09-27,6865.7,93,73.82,clothing,55.46,1.2,1.275,Tuesday,September,2022,123.79552830869095,False,Tuesday,39,3
2022-09-28,5414.64,70,77.35,clothing,94.26,1.2,1.275,Wednesday,September,2022,57.44366645448759,False,Wednesday,39,3
2022-09-29,6025.79,86,70.07,clothing,113.15,1.2,1.276,Thursday,September,2022,53.25488289880689,False,Thursday,39,3
2022-09-30,5703.93,81,70.42,accessories,104.11,1.2,1.276,Friday,September,2022,54.7875324176352,False,Friday,39,3
2022-10-01,4223.1,63,67.03,clothing,110.44,1.265,1.277,Saturday,October,2022,38.23886273089461,True,Saturday,39,4
2022-10-02,6409.61,101,63.46,clothing,58.01,1.265,1.277,Sunday,October,2022,110.49146698845027,True,Sunday,39,4
2022-10-03,3672.0,100,36.72,clothing,89.78,1.1,1.277,Monday,October,2022,40.89997772332368,False,Monday,40,4
2022-10-04,6461.17,99,65.26,clothing,64.53,1.1,1.278,Tuesday,October,2022,100.12660777932744,False,Tuesday,40,4
2022-10-05,7721.58,115,67.14,accessories,105.79,1.1,1.278,Wednesday,October,2022,72.98969656867378,False,Wednesday,40,4
2022-10-06,5973.18,95,62.88,clothing,705.3,1.1,1.279,Thursday,October,2022,8.468991918332625,False,Thursday,40,4
2022-10-07,3374.62,49,68.87,clothing,148.95,1.1,1.279,Friday,October,2022,22.656059080228264,False,Friday,40,4
2022-10-08,6094.82,77,79.15,clothing,105.47,1.265,1.28,Saturday,October,2022,57.787238077178344,True,Saturday,40,4
2022-10-09,4257.7,53,80.33,clothing,306.25,1.265,1.28,Sunday,October,2022,13.90269387755102,True,Sunday,40,4
2022-10-10,5619.67,74,75.94,accessories,73.69,1.1,1.281,Monday,October,2022,76.2609580675804,False,Monday,41,4
2022-10-11,5428.84,70,77.55,home_goods,78.06,1.1,1.281,Tuesday,October,2022,69.54701511657699,False,Tuesday,41,4
2022-10-12,3886.42,54,71.97,clothing,137.43,1.1,1.282,Wednesday,October,2022,28.27926944626355,False,Wednesday,41,4
2022-10-13,4916.94,63,78.05,clothing,129.92,1.1,1.282,Thursday,October,2022,37.845905172413794,False,Thursday,41,4
2022-10-14,4025.49,59,68.23,clothing,133.26,1.1,1.283,Friday,October,2022,30.20778928410626,False,Friday,41,4
2022-10-15,4745.47,67,70.83,home_goods,104.86,1.265,1.283,Saturday,October,2022,45.25529277131414,True,Saturday,41,4
2022-10-16,2918.26,46,63.44,clothing,117.55,1.265,1.284,Sunday,October,2022,24.82569119523607,True,Sunday,41,4
2022-10-17,3649.23,77,47.39,accessories,98.38,1.1,1.284,Monday,October,2022,37.09321000203293,False,Monday,42,4
2022-10-18,4733.11,91,52.01,accessories,66.15,1.1,1.285,Tuesday,October,2022,71.551171579743,False,Tuesday,42,4
2022-10-19,6911.65,140,49.37,accessories,668.13,1.1,1.285,Wednesday,October,2022,10.344768233726969,False,Wednesday,42,4
2022-10-20,5419.96,68,79.71,accessories,129.62,1.1,1.286,Thursday,October,2022,41.814226199660546,False,Thursday,42,4
2022-10-21,4032.95,85,47.45,clothing,109.93,1.1,1.286,Friday,October,2022,36.68652779041208,False,Friday,42,4
2022-10-22,5832.32,88,66.28,clothing,78.56,1.265,1.287,Saturday,October,2022,74.24032586558044,True,Saturday,42,4
2022-10-23,4451.99,63,70.67,home_goods,105.05,1.265,1.287,Sunday,October,2022,42.37972394098048,True,Sunday,42,4
2022-10-24,2883.2,38,75.87,home_goods,52.26,1.1,1.288,Monday,October,2022,55.170302334481434,False,Monday,43,4
2022-10-25,6220.43,93,66.89,clothing,124.99,1.1,1.288,Tuesday,October,2022,49.7674213937115,False,Tuesday,43,4
2022-10-26,5050.36,92,54.9,accessories,69.86,1.1,1.289,Wednesday,October,2022,72.29258517034067,False,Wednesday,43,4
2022-10-27,4051.92,80,50.65,clothing,58.16,1.1,1.289,Thursday,October,2022,69.66850068775791,False,Thursday,43,4
2022-10-28,5260.8,74,71.09,home_goods,131.19,1.1,1.29,Friday,October,2022,40.100617425108624,False,Friday,43,4
2022-10-29,5776.98,82,70.45,home_goods,116.3,1.265,1.29,Saturday,October,2022,49.67308684436801,True,Saturday,43,4
2022-10-30,5773.79,91,63.45,clothing,78.72,1.265,1.291,Sunday,October,2022,73.34590955284553,True,Sunday,43,4
2022-10-31,4092.1,75,54.56,accessories,100.01,1.1,1.291,Monday,October,2022,40.91690830916908,False,Monday,44,4
2022-11-01,6841.68,112,61.09,home_goods,81.26,1.6,1.292,Tuesday,November,2022,84.1949298547871,False,Tuesday,44,4
2022-11-02,7745.23,106,73.07,home_goods,128.19,1.6,1.292,Wednesday,November,2022,60.419923550979014,False,Wednesday,44,4
